"Question_no","Ans","Correct_Marks","Wrong_Marks","Subject"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
"","A","3","0","Chemistry"
