"Question_no","Ans","Correct_Marks","Wrong_Marks","Subject"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
"","A","2","0","maths"
