"Question_no","Ans","Correct_Marks","Wrong_Marks","Subject"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
"","A","2","0","Chemistry"
