"Question_no","Ans","Correct_Marks","Wrong_Marks","Subject"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
"","A","1","0","all"
